小区名称,户型,面积,区域,楼层,朝向,价格（W）,单价（平方米）,建筑时间
龙湖郦城,4室2厅,113.96,嘉定,中区/29层,朝南北,570,50017,2011年建
红梅小区（嘉定）,2室1厅,62.85,嘉定,高区/6层,朝南北,173,27525,1984年建
盘古天地,3室2厅,89.06,嘉定,中区/27层,朝南北,370,41545,2010年建
水岸金桥苑,2室2厅,74.57,嘉定,中区/13层,朝南北,325,43583,2008年建
新里米兰公寓,2室2厅,78.73,嘉定,中区/16层,朝南,287,36453,2012年建
泰辰复兴苑,3室2厅,94.17,嘉定,中区/6层,朝南,450,47785,2006年建
龙湖郦城,1室1厅,42.2,嘉定,低区/29层,朝西,93,22037,2012年建
龙湖郦城,1室1厅,42.2,嘉定,低区/29层,朝西,93,22037,2012年建
龙湖郦城,1室1厅,62.87,嘉定,低区/29层,朝东,157,24972,2012年建
明日新苑,2室2厅,96.55,嘉定,低区/9层,朝南北,520,53858,2002年建
龙湖郦城,1室1厅,42.23,嘉定,高区/29层,朝西,90,21311,2012年建
龙湖郦城,3室3厅,174.94,嘉定,高区/31层,朝南北,740,42300,2011年建
万达广场（嘉定）,1室1厅,42.22,嘉定,高区/11层,朝北,90,21316,2011年建
新城金郡,2室1厅,62.86,嘉定,低区/17层,朝东南,135,21476,2013年建
绿地清猗园,4室2厅,155.59,嘉定,低区/18层,朝南,768,49360,2014年建
绿地新江桥城,2室1厅,79.01,嘉定,低区/10层,,335,42399,2012年建
新城金郡,2室2厅,57.64,嘉定,中区/17层,朝南,135,23421,2013年建
西上海名邸,2室2厅,90.15,嘉定,中区/17层,朝南,340,37714,2011年建
盘古天地,2室2厅,89.05,嘉定,高区/29层,朝南,358,40202,2010年建
新城金郡,2室2厅,62.81,嘉定,中区/18层,朝南,150,23881,2011年建
香溢澜庭,1室1厅,45.86,嘉定,低区/12层,朝南,125,27256,2014年建
新城金郡,3室2厅,65.07,嘉定,中区/17层,朝南,155,23820,2011年建
德华一村,2室1厅,59.5,嘉定,高区/6层,朝南,243,40840,1991年建
万达广场（嘉定）,1室1厅,46.37,嘉定,中区/13层,朝北,89,19193,2011年建
上隽嘉苑（公寓）,2室2厅,87.49,嘉定,低区/19层,朝南,430,49148,2011年建
旭辉U天地（商住）,3室2厅,48.72,嘉定,低区/12层,朝南,150,30788,2014年建
申江花苑,2室2厅,95.71,嘉定,低区/6层,朝南,438,45763,2005年建
路劲翡丽湾（公寓）,3室2厅,103.65,嘉定,高区/21层,朝南北,510,49204,2013年建
德华二村,2室2厅,78.31,嘉定,高区/6层,朝南,312,39841,1999年建
莱英北郡（公寓）,3室1厅,95.27,嘉定,高区/18层,朝南北,320,33588,2011年建
保利湖畔阳光苑,2室2厅,88.72,嘉定,高区/18层,朝南,340,38322,2012年建
路劲翡丽湾（公寓）,3室2厅,179.32,嘉定,低区/28层,朝南北,715,39872,2012年建
德华三村,2室2厅,79.92,嘉定,高区/6层,朝南,370,46296,2009年建
红梅小区（嘉定）,2室1厅,71.37,嘉定,低区/6层,朝南,230,32226,1983年建
好世皇马苑,3室2厅,100.38,嘉定,低区/20层,朝南北,450,44829,2011年建
绿地颐景嘉园,3室2厅,89.09,嘉定,低区/14层,朝南北,430,48265,2013年建
德华一村,2室1厅,61.89,嘉定,高区/6层,朝南,260,42010,1996年建
水岸秀苑,1室2厅,59.34,嘉定,低区/11层,朝南,260,43815,2006年建
爱德佳苑（三期）,1室1厅,61.26,嘉定,高区/14层,朝南,285,46523,2013年建
中星海上名豪苑（四期）,2室2厅,85.44,嘉定,中区/18层,朝南,450,52668,2014年建
金鹤新城城杰苑,2室2厅,72.36,嘉定,高区/6层,朝南北,328,45328,2008年建
玉兰三村,3室2厅,127.44,嘉定,高区/6层,朝南北,340,26679,1999年建
金地格林世界（格林公馆）（酒店式公寓）,1室2厅,72.26,嘉定,高区/12层,朝西南,250,34597,2012年建
丰庄一村,2室1厅,67,嘉定,低区/6层,朝南,335,50000,1995年建
李园二村,2室0厅,57.23,嘉定,高区/6层,朝南,172,30054,1990年建
绿洲古猗新苑,3室2厅,129.82,嘉定,低区/12层,朝南北,575,44292,2009年建
叶城二街坊,3室2厅,136.72,嘉定,高区/6层,朝南,340,24868,2001年建
江桥二村,5室2厅,127.92,嘉定,高区/6层,朝南北,500,39086,1999年建
丽景小区,2室2厅,80.79,嘉定,中区/7层,朝南,255,31563,1995年建
马陆清水湾,4室2厅,187.92,嘉定,低区/14层,朝南北,590,31396,2010年建
廖南小区,3室1厅,63.88,嘉定,低区/6层,朝南,245,38353,1991年建
江桥二村,2室1厅,67.45,嘉定,低区/6层,朝南,300,44477,1994年建
金鹤新城城杰苑,2室2厅,72.36,嘉定,低区/6层,朝南北,320,44223,2008年建
保利湖畔阳光苑,2室2厅,88.75,嘉定,低区/18层,朝南,340,38309,2012年建
金地格林世界（布鲁斯郡）,4室2厅,179.76,嘉定,地上4层,(进门) 南北,850,47285,2008年建
嘉城新航域,2室2厅,82.49,嘉定,低区/17层,朝南,390,47278,
保利家园（公寓）,2室1厅,78.86,嘉定,低区/18层,朝南北,295,37408,2009年建
保利家园（公寓）,2室2厅,87.39,嘉定,中区/11层,朝南北,375,42911,2010年建
德华三村,2室1厅,83.39,嘉定,高区/6层,朝南北,329,39453,1998年建
澳丽映象,3室2厅,137.58,嘉定,高区/9层,朝南北,495,35979,2007年建
华江景城,3室2厅,102.73,嘉定,中区/21层,朝南北,560,54511,2009年建
保利湖畔阳光苑,2室2厅,88.47,嘉定,中区/14层,朝南北,350,39561,2010年建
旭辉U天地（商住）,2室2厅,48.52,嘉定,高区/12层,朝西,200,41220,2014年建
天际蓝桥,3室2厅,140.95,嘉定,中区/14层,朝南北,700,49663,2010年建
金鹤新城城杰苑,2室1厅,75.07,嘉定,低区/11层,朝南,365,48621,2008年建
保利家园（公寓）,3室1厅,78.03,嘉定,高区/24层,朝南北,330,42291,2009年建
旭辉U天地（商住）,1室1厅,48.51,嘉定,高区/12层,朝西,140,28860,2014年建
龙湖蔚澜香醍,1室1厅,285,嘉定,低区/27层,朝东,613,21508,
栅桥小区,2室1厅,64.84,嘉定,低区/6层,朝南北,260,40098,1995年建
金地格林世界（城市公馆）,2室2厅,83.46,嘉定,低区/6层,朝南北,460,55116,2009年建
合景理想家,1室1厅,36.66,嘉定,低区/9层,朝北,70,19094,2014年建
永翔佳苑,1室1厅,56.5,嘉定,高区/15层,朝南,250,44247,2011年建
丰庄十四街坊,1室1厅,52.78,嘉定,中区/6层,朝南,250,47366,
澜茵华庭,2室2厅,73.64,嘉定,中区/6层,,388,52688,2005年建
丰庄十四街坊,2室1厅,64.87,嘉定,低区/6层,朝南,343,52874,1996年建
新城金郡,2室1厅,83.45,嘉定,高区/18层,朝南,325,38945,2010年建
缘圆宝邸,2室2厅,73.84,嘉定,高区/7层,朝南,395,53494,2008年建
丰庄十二街坊,3室0厅,53.36,嘉定,低区/6层,朝南,250,46851,1997年建
紫荆四村,2室1厅,79.8,嘉定,中区/5层,朝南北,280,35087,1999年建
丰庄十二街坊,2室1厅,82.86,嘉定,低区/6层,朝南,380,45860,1997年建
水岸金桥苑,1室2厅,62.32,嘉定,低区/13层,朝南北,290,46534,2008年建
金沙丽晶苑,2室2厅,103.22,嘉定,高区/20层,朝南,618,59872,2005年建
金地格林世界（卢尔公寓）,2室2厅,86.61,嘉定,中区/5层,朝,410,47338,2005年建
丰庄十二街坊,2室0厅,47.47,嘉定,中区/6层,朝南,230,48451,1997年建
中房公寓,3室2厅,91.53,嘉定,低区/11层,朝南北,418,45668,2007年建
玉兰一村,2室1厅,65.01,嘉定,高区/6层,朝南,210,32302,1993年建
中虹华苑,2室2厅,73.12,嘉定,高区/6层,朝南北,350,47866,2006年建
丰庄十二街坊,2室1厅,82.7,嘉定,中区/6层,朝南,370,44740,1997年建
泰宸新苑,5室3厅,109,嘉定,高区/6层,朝南北,685,62844,2001年建
塔城路800弄,2室1厅,69.5,嘉定,中区/6层,朝南,220,31654,1994年建
万达城市公寓,2室1厅,78.88,嘉定,中区/17层,朝南北,395,50076,2010年建
汇丰佳苑,2室2厅,90.41,嘉定,高区/6层,朝南北,505,55856,2004年建
泰宸新苑,2室2厅,93.4,嘉定,高区/6层,朝南北,520,55674,2001年建
金祥坊,2室1厅,67.6,嘉定,高区/6层,朝南,320,47337,1997年建
缘圆宝邸,2室1厅,75.57,嘉定,高区/7层,朝南,395,52269,2008年建
水岸秀苑,3室2厅,104.31,嘉定,高区/11层,朝南北,490,46975,2006年建
水岸秀苑,3室2厅,105.99,嘉定,中区/5层,朝南北,500,47174,2006年建
金沙丽晶苑,2室1厅,68.34,嘉定,低区/20层,朝南,250,36581,2006年建
丽景新苑,2室2厅,75.18,嘉定,高区/7层,朝南北,370,49215,1998年建
金沙丽晶苑,2室2厅,73.35,嘉定,中区/20层,朝北,250,34083,2006年建
东方慧谷,2室2厅,70.93,嘉定,中区/22层,朝东北,138,19455,2013年建
丰庄十二街坊,2室2厅,78.98,嘉定,中区/6层,朝南,350,44315,1997年建
丽景新苑,2室1厅,75,嘉定,中区/7层,朝南北,365,48666,1998年建
丰庄十二街坊,2室1厅,79,嘉定,低区/6层,朝南,375,47468,1997年建
古漪庄园,6室2厅,240.12,嘉定,地上3层,(进门) 南北,1488,61969,2008年建
加州花园,5室2厅,312.69,嘉定,地上2层,(进门),1500,47970,1995年建
利金国际,1室1厅,47.58,嘉定,高区/26层,朝南,95,19966,2009年建
高昌路105弄,2室1厅,73.51,嘉定,高区/6层,朝南,220,29927,1996年建
金地格林世界（春晓）,4室2厅,207.4,嘉定,地上3层,(进门) 南,870,41947,2005年建
金地格林世界（春晓）,4室2厅,170.12,嘉定,地上4层,(进门) 南,850,49964,2005年建
金地格林世界（春晓）,4室2厅,207.4,嘉定,地上3层,(进门) 南,1098,52941,2005年建
欧韵艺墅（别墅）,4室3厅,198.84,嘉定,地上3层,(进门) 南,800,40233,2007年建
叶城三街坊,2室1厅,94.21,嘉定,高区/6层,朝南,292,30994,2002年建
魏玛原墅（别墅）,5室2厅,239.48,嘉定,地上2层,(进门) 北,850,35493,2009年建
丰庄四村,2室1厅,66.37,嘉定,高区/6层,朝东南,305,45954,1996年建
汇丰沁苑,2室2厅,87.79,嘉定,高区/6层,朝南北,415,47271,2006年建
远香舫新苑,1室1厅,61.66,嘉定,高区/16层,朝南,245,39734,2010年建
江桥三村七街坊,2室1厅,70.49,嘉定,高区/6层,朝南北,292,41424,
丰华苑,2室2厅,75,嘉定,高区/6层,朝南北,360,48000,2005年建
马陆清水湾,3室2厅,147.86,嘉定,中区/11层,朝南,580,39226,2011年建
江桥二村,1室1厅,51.34,嘉定,高区/6层,朝南,230,44799,1994年建
缘圆宝邸,2室2厅,73.41,嘉定,高区/7层,朝南,410,55850,2008年建
常发豪庭国际,5室2厅,239.78,嘉定,高区/25层,朝,950,39619,2013年建
缘圆宝邸,1室1厅,53.04,嘉定,高区/7层,朝南,305,57503,2008年建
缘圆宝邸,2室2厅,73.84,嘉定,低区/7层,朝南,360,48754,2008年建
中房公寓,2室1厅,74.03,嘉定,中区/11层,朝南北,365,49304,2007年建
金地格林世界（卢尔公寓）,3室2厅,124.39,嘉定,高区/18层,,655,52656,2006年建
金地格林世界（圣莫尼卡）,3室2厅,119.88,嘉定,中区/12层,朝南北,650,54220,2007年建
泰辰复兴苑,3室2厅,95,嘉定,中区/6层,朝南北,500,52631,2006年建
新城金郡,2室1厅,88.64,嘉定,低区/11层,朝南北,370,41741,2011年建
金沙嘉苑,3室2厅,128,嘉定,中区/12层,朝南北,750,58593,2006年建
泰宸新苑,2室2厅,91.42,嘉定,中区/6层,朝南北,605,66178,2001年建
丽景新苑,2室1厅,60,嘉定,中区/7层,朝南,320,53333,1999年建
金鹤新城双佳翠庭,1室1厅,58.9,嘉定,中区/5层,朝南,255,43293,2007年建
好世皇马苑,2室2厅,80.44,嘉定,高区/24层,朝南,420,52212,2011年建
新城金郡,2室2厅,88.63,嘉定,低区/11层,朝南北,365,41182,2011年建
水岸金桥苑,2室1厅,75.49,嘉定,低区/13层,朝南,340,45039,2008年建
龙湖郦城,4室2厅,114.68,嘉定,低区/29层,朝南北,550,47959,2011年建
缘圆宝邸,2室2厅,72.91,嘉定,中区/7层,朝南北,400,54862,2008年建
水岸金桥苑,2室2厅,75,嘉定,高区/5层,朝南北,370,49333,2008年建
民东公寓,3室2厅,124.87,嘉定,中区/7层,朝南北,510,40842,2000年建
金祥坊,2室1厅,67.98,嘉定,中区/6层,朝南,330,48543,1997年建
中虹华苑,2室2厅,74.19,嘉定,低区/6层,朝南北,318,42862,2006年建
中房公寓,2室2厅,70.74,嘉定,中区/11层,朝南,340,48063,2007年建
玉兰一村,3室1厅,85,嘉定,高区/6层,朝南北,260,30588,1993年建
缘圆宝邸,2室2厅,73.41,嘉定,中区/7层,朝南北,400,54488,2008年建
博威禧福汇,1室1厅,56.18,嘉定,中区/5层,朝南北,130,23139,
缘圆宝邸,2室2厅,73,嘉定,中区/7层,朝南北,380,52054,2008年建
芙蓉新村,2室2厅,106.57,嘉定,中区/6层,朝南北,350,32842,
桃园公寓（嘉定）,2室1厅,98.85,嘉定,高区/29层,朝东南,360,36418,1996年建
缘圆宝邸,2室2厅,73.84,嘉定,中区/7层,朝南,390,52816,2008年建
家旺景苑,2室2厅,90.3,嘉定,中区/11层,朝南北,400,44296,2011年建
金地格林世界（卢尔公寓）,2室2厅,99,嘉定,低区/18层,朝南,465,46969,2006年建
缘圆宝邸,2室2厅,73.38,嘉定,中区/7层,朝南,400,54510,2008年建
水岸金桥苑,2室1厅,75.4,嘉定,中区/13层,朝南北,360,47745,2008年建
龙湖郦城,4室2厅,114.68,嘉定,中区/29层,朝南北,580,50575,2011年建
水岸秀苑,3室1厅,98.19,嘉定,中区/11层,朝南北,525,53467,2006年建
金丰新村,1室1厅,50,嘉定,高区/6层,朝东南,250,50000,1994年建
水岸秀苑,1室2厅,55,嘉定,高区/5层,朝南北,270,49090,2005年建
大宅风范城,2室2厅,92.68,嘉定,高区/13层,朝南北,460,49633,2007年建
水岸金桥苑,2室2厅,75,嘉定,低区/13层,朝南,380,50666,2008年建
金祥坊,1室1厅,50.47,嘉定,高区/6层,朝南,238,47156,1997年建
金祥坊,2室1厅,67.6,嘉定,中区/6层,,350,51775,1997年建
大宅风范城,2室2厅,87.98,嘉定,中区/13层,朝南,440,50011,2007年建
缘圆宝邸,2室2厅,72.91,嘉定,中区/7层,朝南北,420,57605,2008年建
万达城市公寓,2室2厅,87.96,嘉定,中区/17层,朝南北,530,60254,2010年建
金鹤新城双佳翠庭,2室1厅,74,嘉定,高区/6层,朝南北,340,45945,2007年建
万达城市公寓,3室2厅,132.53,嘉定,高区/17层,朝南北,750,56590,2010年建
万科金色领域,3室2厅,89,嘉定,低区/11层,朝南,385,43258,
金丰新村,1室1厅,50,嘉定,高区/6层,朝南,270,54000,1994年建
水岸金桥苑,1室1厅,56.34,嘉定,低区/13层,朝南北,260,46148,2008年建
世盟壹天地,1室1厅,44.2,嘉定,高区/16层,朝东,130,29411,
澜茵华庭,2室2厅,81.32,嘉定,高区/6层,朝南北,400,49188,2005年建
金鹤新城双佳翠庭,2室2厅,79.85,嘉定,低区/11层,朝南,340,42579,2007年建
金沙丽晶苑,2室1厅,73.46,嘉定,中区/20层,朝北,240,32670,2006年建
德华二村,1室1厅,43.47,嘉定,中区/6层,朝南,195,44858,1989年建
金沙鼎苑,1室1厅,56.38,嘉定,低区/18层,朝南,253,44874,2012年建
万达城市公寓,3室2厅,89.14,嘉定,高区/17层,朝南北,540,60578,2010年建
万达城市公寓,2室2厅,86.12,嘉定,低区/17层,朝南北,413,47956,2010年建
紫荆四村,3室1厅,98.01,嘉定,高区/6层,朝南北,290,29588,1995年建
中星海上名豪苑（四期）,2室2厅,87.82,嘉定,高区/18层,朝南北,430,48963,2014年建
万达城市公寓,3室2厅,86.97,嘉定,中区/17层,朝南北,480,55191,2011年建
承安翡翠公馆,2室1厅,82.56,嘉定,高区/18层,朝南,350,42393,2011年建
丰庄十二街坊,1室1厅,47.99,嘉定,高区/6层,朝南,225,46884,1996年建
金鹤新城双佳翠庭,2室2厅,79.55,嘉定,低区/11层,朝南,375,47140,2007年建
保利星海屿,3室2厅,109.7,嘉定,低区/15层,朝南北,500,45578,
万达城市公寓,3室2厅,87.36,嘉定,高区/17层,朝南北,505,57806,2011年建
金鹤新城双佳翠庭,3室2厅,98.03,嘉定,中区/6层,朝南北,550,56105,2007年建
万达城市公寓,3室2厅,131.79,嘉定,低区/17层,朝南北,750,56908,2011年建
缘圆宝邸,2室2厅,72.91,嘉定,中区/7层,朝南北,395,54176,2008年建
金地格林世界（森林公馆）,2室2厅,86.6,嘉定,低区/27层,朝南北,405,46766,2010年建
紫荆三村,3室1厅,105.5,嘉定,高区/6层,朝,320,30331,
金沙嘉苑,3室2厅,124.54,嘉定,低区/12层,朝南北,700,56206,2006年建
澜茵华庭,3室2厅,95.95,嘉定,中区/4层,,510,53152,2005年建
住嘉佳园,3室2厅,125.36,嘉定,高区/14层,,585,46665,2007年建
保利湖畔阳光苑,4室2厅,155.78,嘉定,中区/11层,朝南北,600,38515,2012年建
金丰新村,2室1厅,72.97,嘉定,高区/6层,朝南,350,47964,1994年建
泰辰复兴苑,2室2厅,71.29,嘉定,高区/6层,朝南北,355,49796,2006年建
泰辰复兴苑,2室2厅,71.4,嘉定,中区/5层,朝南北,430,60224,2006年建
嘉乐之春,3室2厅,133.12,嘉定,低区/9层,朝南北,750,56340,2006年建
丰庄四村,2室1厅,62.94,嘉定,低区/6层,朝南北,280,44486,1996年建
城南新村,2室0厅,54.95,嘉定,高区/6层,朝南,190,34576,1994年建
恒嘉花园,2室1厅,58,嘉定,低区/6层,,245,42241,1997年建
大众春盛苑,3室2厅,101.21,嘉定,中区/13层,朝南北,330,32605,2006年建
富友嘉园,2室2厅,72.4,嘉定,低区/6层,朝南北,299,41298,2005年建
嘉城新航域,2室1厅,65.1,嘉定,中区/17层,朝南北,316,48540,2009年建
澳丽映象,3室2厅,124.68,嘉定,中区/12层,朝南,385,30879,2007年建
嘉城雅颂湾,2室2厅,88.28,嘉定,中区/6层,朝南北,420,47575,2008年建
大众春盛苑,3室2厅,141.79,嘉定,高区/6层,朝南北,320,22568,2004年建
玉兰三村,2室1厅,82.31,嘉定,中区/6层,朝南,265,32195,1997年建
嘉实上城名都（公寓）,2室2厅,85.42,嘉定,中区/11层,朝南北,316,36993,2010年建
南苑四村,2室1厅,70.42,嘉定,低区/6层,朝南,206,29253,1994年建
金帝城市岸泊（公寓）,3室2厅,122.53,嘉定,低区/6层,朝,470,38357,2005年建
安盛苑,2室1厅,66,嘉定,低区/6层,朝南北,310,46969,1999年建
金地格林世界（森林公馆）,2室2厅,86.68,嘉定,中区/27层,朝南北,450,51915,2010年建
大众春盛苑,2室1厅,61.57,嘉定,中区/13层,朝南,215,34919,2006年建
嘉城幸福港,2室2厅,93.49,嘉定,高区/11层,朝南北,428,45780,2005年建
安亭新镇赋苑,2室2厅,107.72,嘉定,中区/5层,朝东南,370,34348,2005年建
嘉城新航域,1室1厅,56.13,嘉定,低区/17层,朝南,288,51309,2009年建
路劲翡丽湾（公寓）,2室2厅,90.53,嘉定,高区/20层,朝南,430,47498,2013年建
远香舫新苑,2室1厅,91.76,嘉定,中区/14层,朝南北,340,37053,2010年建
嘉宝紫提湾（公寓）,1室2厅,70.11,嘉定,中区/25层,朝南,300,42789,2012年建
金鹤新城城杰苑,2室2厅,72.36,嘉定,低区/6层,朝南北,320,44223,2008年建
嘉秀新苑,3室2厅,125.91,嘉定,高区/18层,朝南北,700,55595,2010年建
嘉城新航域,3室2厅,124.64,嘉定,低区/17层,朝南北,555,44528,2008年建
家旺新苑,3室2厅,126.87,嘉定,低区/6层,朝南北,650,51233,2003年建
金鼎香樟苑,2室2厅,95.65,嘉定,高区/17层,朝南北,510,53319,2013年建
浦发香舍（公寓）,2室2厅,89.67,嘉定,低区/14层,朝南,302,33679,2008年建
保利海上五月花（别墅）,5室2厅,192.18,嘉定,地上3层,(进门) 南,880,45790,2008年建
金地格林世界（森林公馆）,4室2厅,175.79,嘉定,低区/11层,朝南北,810,46077,2010年建
嘉秀新苑,1室2厅,57.56,嘉定,中区/12层,朝南,350,60806,2005年建
金鹤新城双佳翠庭,1室1厅,58.73,嘉定,中区/5层,朝南北,260,44270,2007年建
中虹华苑,1室1厅,57.25,嘉定,低区/6层,朝南,245,42794,2006年建
永翔佳苑,1室1厅,56.42,嘉定,高区/17层,朝南,253,44842,2011年建
万达广场（嘉定）,1室1厅,42.51,嘉定,高区/10层,朝北,155,36462,2011年建
水岸金桥苑,2室2厅,74.57,嘉定,低区/13层,朝南北,340,45594,2008年建
金鹤新城双佳翠庭,2室1厅,74.8,嘉定,高区/6层,朝南北,380,50802,2007年建
金霞苑,2室2厅,72.14,嘉定,高区/6层,朝南北,350,48516,2008年建
李园二村,3室2厅,89.2,嘉定,高区/7层,朝南北,320,35874,1996年建
天际蓝桥,2室2厅,98.15,嘉定,中区/14层,朝南北,516,52572,2011年建
水岸秀苑,2室2厅,77.24,嘉定,中区/5层,朝南北,350,45313,2006年建
丰庄十二街坊,2室1厅,78.82,嘉定,高区/6层,朝南,320,40598,1997年建
漪园新村,2室1厅,77.78,嘉定,高区/6层,朝南,310,39856,1995年建
汇丰沁苑,3室2厅,135.1,嘉定,中区/14层,朝南北,590,43671,2009年建
金沙鼎苑,2室2厅,78.34,嘉定,低区/18层,朝南北,360,45953,2012年建
恒嘉花园,2室1厅,58.22,嘉定,高区/6层,,235,40364,1997年建
中信泰富又一城,1室2厅,74.67,嘉定,低区/36层,朝南,340,45533,2011年建
龙湖蔚澜香醍,1室1厅,57.25,嘉定,中区/31层,朝西,120,20960,2013年建
常发豪庭国际,1室1厅,53.44,嘉定,高区/18层,朝南,260,48652,2013年建
绿地秋霞坊（公寓）,1室1厅,52.44,嘉定,中区/27层,朝南,249,47482,2012年建
南大街85弄,1室1厅,43.06,嘉定,中区/6层,朝南,158,36692,1997年建
中冶祥腾城市广场,1室2厅,46.78,嘉定,高区/18层,朝西南,150,32064,2012年建
绿地新江桥城,2室1厅,77.61,嘉定,中区/15层,朝南,340,43808,2012年建
金鹤新城双佳翠庭,2室2厅,73.92,嘉定,中区/6层,朝南北,345,46672,2007年建
水岸金桥苑,1室1厅,56.97,嘉定,低区/13层,朝南,235,41249,2008年建
新城悠活城,2室2厅,84.65,嘉定,高区/27层,朝南,340,40165,2012年建
新城悠活城,2室2厅,88.77,嘉定,中区/25层,朝南,315,35484,
水岸金桥苑,2室2厅,74,嘉定,低区/6层,朝南北,350,47297,2008年建
盘古天地,2室2厅,88.33,嘉定,中区/27层,朝南,347,39284,2010年建
金地格林世界（柯玛仕庄园）,5室2厅,209.76,嘉定,地上1层,(进门) 北,930,44336,2005年建
绿地海域苏河源（公寓）,4室2厅,138.38,嘉定,高区/3层,朝南北,550,39745,
新城金郡,2室2厅,56.34,嘉定,高区/22层,朝南,150,26624,
常发豪庭国际,3室2厅,181.38,嘉定,中区/18层,朝南北,700,38593,2013年建
旭辉U天地（商住）,2室1厅,48.72,嘉定,低区/12层,朝南,160,32840,2014年建
盘古天地,3室2厅,147,嘉定,低区/29层,朝南北,580,39455,2010年建
绿地新江桥城,2室2厅,77.47,嘉定,中区/15层,朝南北,350,45178,2012年建
玉兰三村,2室1厅,80.21,嘉定,高区/6层,朝南北,240,29921,1995年建
丰庄十四街坊,2室1厅,61.34,嘉定,中区/6层,朝南,300,48907,
梅园新村（嘉定）,2室2厅,66.28,嘉定,低区/6层,朝南,236,35606,1991年建
绿地颐景嘉园,2室1厅,78.17,嘉定,中区/11层,朝南北,370,47332,2013年建
紫荆四村,3室1厅,82.23,嘉定,低区/6层,朝南,255,31010,1994年建
新城尚上城,2室2厅,88.36,嘉定,低区/11层,朝南北,350,39610,2012年建
绿地颐景嘉园,2室1厅,78.17,嘉定,高区/11层,朝南,350,44774,2013年建
中信泰富又一城,2室2厅,89.56,嘉定,中区/36层,朝南北,400,44662,2011年建
万达广场（嘉定）,1室1厅,44.05,嘉定,中区/12层,朝北,95,21566,2011年建
嘉亭菁苑,3室2厅,144.46,嘉定,低区/28层,朝南北,500,34611,2011年建
中虹华苑,2室2厅,79,嘉定,中区/5层,朝南北,340,43037,2006年建
李园一村,2室1厅,58.17,嘉定,低区/6层,朝南,192,33006,1988年建
绿地新江桥城,2室2厅,77.88,嘉定,低区/15层,朝南,320,41088,2011年建
安亭中央公园,2室2厅,91.93,嘉定,低区/24层,朝南,360,39160,2012年建
水仙小区,1室0厅,37.7,嘉定,低区/5层,朝南,145,38461,1979年建
龙湖郦城,2室2厅,92.49,嘉定,中区/27层,朝南北,410,44329,2012年建
水岸金桥苑,3室1厅,96.2,嘉定,中区/13层,朝南北,420,43659,2008年建
嘉利坊,2室1厅,60.96,嘉定,低区/7层,朝南,325,53313,1996年建
金地格林世界（卢尔公寓）,3室2厅,89.65,嘉定,中区/5层,朝南,460,51310,2005年建
万达城市公寓,2室2厅,86.28,嘉定,高区/17层,朝南北,480,55632,2010年建
骏丰嘉峰汇,3室2厅,91.71,嘉定,低区/18层,朝南,460,50158,2011年建
龙湖郦城,2室2厅,95.66,嘉定,低区/27层,朝南,395,41292,2012年建
新城悠活城,2室2厅,88.9,嘉定,高区/25层,朝南,330,37120,2011年建
金鹤新城双佳翠庭,1室1厅,53.3,嘉定,低区/6层,朝南北,255,47842,2007年建
合景叠翠峰苑,2室2厅,78.84,嘉定,中区/11层,朝南,292,37037,2012年建
中冶翔腾,3室2厅,88,嘉定,高区/16层,朝南北,496,56363,2012年建
安亭中央公园,3室1厅,101.37,嘉定,低区/24层,朝南北,385,37979,2012年建
金地格林世界（柯玛仕庄园）,3室2厅,168.53,嘉定,地上3层,(进门) 南,780,46282,2005年建
龙湖蔚澜香醍,2室2厅,72.08,嘉定,高区/30层,朝南,300,41620,
永翔佳苑,2室2厅,84.81,嘉定,中区/15层,朝,380,44806,2011年建
西上海名邸,3室2厅,134.09,嘉定,中区/17层,朝南北,480,35796,2011年建
西上海名邸,2室2厅,92.05,嘉定,低区/17层,朝南北,330,35850,2011年建
新里米兰公寓,2室2厅,78.73,嘉定,高区/16层,朝南,285,36199,2012年建
新城金郡,3室2厅,95.26,嘉定,中区/17层,朝南北,438,45979,2013年建
金鹤新城双佳翠庭,2室2厅,73.83,嘉定,中区/6层,朝南北,385,52146,2007年建
绿地新江桥城,2室1厅,79.55,嘉定,低区/15层,朝,350,43997,2011年建
新城公馆,4室2厅,169.71,嘉定,低区/18层,朝南,900,53031,2012年建
龙湖蔚澜香醍,2室1厅,71,嘉定,中区/30层,朝南,298,41971,
龙湖郦城,1室1厅,42.2,嘉定,高区/29层,朝南,90,21327,2012年建
嘉亭菁苑,3室2厅,144.46,嘉定,中区/28层,朝南,550,38072,2011年建
新城悠活城,3室2厅,95.2,嘉定,高区/18层,朝南北,360,37815,2011年建
龙湖郦城,3室2厅,138.11,嘉定,低区/25层,朝南北,610,44167,2011年建
龙湖郦城,3室2厅,139.5,嘉定,低区/27层,朝南,638,45734,2011年建
骏丰嘉峰汇,3室2厅,91.38,嘉定,高区/18层,朝南北,450,49244,2011年建
西上海名邸,2室2厅,91.38,嘉定,低区/17层,朝南,343,37535,2011年建
绿地颐景嘉园,3室2厅,86.73,嘉定,低区/13层,朝南,420,48426,2013年建
合景叠翠峰苑,3室2厅,89.56,嘉定,中区/18层,朝南北,370,41313,2012年建
水岸金桥苑,1室1厅,50.83,嘉定,中区/13层,朝南,270,53118,2008年建
永翔佳苑,2室2厅,84.62,嘉定,高区/17层,,360,42543,2011年建
