SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.008525867,34,0,0.049606017,5583,8,0,0,0,0
0,0.065096758,58,0,1.202319588,775,8,0,1,0,0
0,0.036686455,61,0,0.278842731,59000,16,0,3,0,1
0,0.213320165,34,0,0.042898792,2400,2,0,0,0,3
0,0.010170197,69,8,0.092920944,7500,36,0,0,0,0
0,0.9999999,24,0,0.100073584,1358,3,0,0,0,0
0,0.063041615,79,0,789,NA,2,0,1,0,0
0,0.093214725,57,0,0.309025463,7500,3,0,1,0,1
0,1.071185763,26,0,0.232883558,2000,4,1,0,0,1
0,0.739372746,39,1,0.280959863,7000,5,0,1,0,2
0,0.592508176,65,0,0.353938445,3833,10,0,2,0,0
0,0.9999999,65,2,0.622521511,2672,6,1,1,0,1
0,0.633710403,41,0,0.184277905,14450,9,0,0,0,3
0,0.030811858,70,0,0.008966911,7917,8,0,0,0,0
0,0.9999999,56,0,0.343131374,1666,1,0,0,0,0
0,0.151445617,73,0,1.048173144,4296,11,0,2,0,0
0,0.393116514,44,0,1524,NA,8,0,1,0,NA
0,0.024144806,37,0,0.280245934,10083,11,0,2,0,2
0,0.478526216,54,0,0.440259957,6000,7,0,1,0,0
0,0.772767302,69,0,6914,NA,21,0,1,0,0
0,0.853382206,25,0,112,1,3,0,0,0,0
0,0.192419132,53,0,0.348739029,9000,13,0,1,0,0
0,0.278902857,57,0,3514,NA,23,0,2,0,0
0,0.9999999,38,0,0.276493256,2075,6,0,0,0,0
0,0.580023076,67,0,690,NA,4,0,1,0,0
0,0.351828704,50,0,0.208026663,7200,13,0,0,1,2
0,0.696521391,53,2,0.534116471,4000,11,0,1,1,2
0,0.9999999,62,0,747,NA,2,0,1,0,0
0,0.041082649,43,0,3140,NA,10,0,2,0,0
1,0.428761873,54,1,0.437797417,1470,3,2,0,0,0
0,0.03305301,58,0,0.597422795,4500,12,0,2,0,0
0,0,22,0,0.008526188,820,4,0,0,0,0
1,0.316947175,40,1,0.211964673,6000,9,0,1,0,0
0,0.086003958,53,0,520,NA,5,0,0,0,2
0,0.018718282,67,0,0.330364372,6174,8,0,2,0,0
0,0.810894673,25,0,140,NA,5,0,0,0,NA
0,0,61,0,0.081113511,4166,11,0,0,0,0
1,0.54897424,55,2,26675,NA,34,0,0,0,0
0,0,58,0,0.167087188,3566,10,0,1,0,0
0,0.495710878,69,0,24475,NA,14,0,1,0,0
0,1.007390983,45,0,0.494320062,9066,9,0,1,0,0
0,0.065409958,84,0,0.169827753,10333,26,0,1,0,0
0,0.156968731,36,0,0.441026389,6858,11,0,1,0,0
0,0.004499906,40,0,0.463197205,8300,7,0,2,0,3
0,0,49,0,0.151540383,1200,8,0,0,0,0
0,0.227966351,51,0,0.62149088,12609,17,0,3,0,1
0,0.392659299,40,0,0.591589775,6610,9,0,2,0,1
0,0.11117353,53,0,59,NA,4,0,0,0,0
0,0.032970234,47,0,0.367647059,135,6,0,0,0,3
0,0.394061767,68,0,0.156807199,6000,8,0,0,0,0
0,0.218114185,42,0,1.396641343,2500,6,0,1,0,2
0,0.399375671,54,0,0.064989518,6200,5,0,1,0,2
0,0.700729807,54,0,0.435451438,9945,11,0,2,0,0
0,0.013646935,73,0,0.140313528,5166,22,0,0,0,0
0,0.014586247,74,0,0.007620452,4067,6,0,0,0,0
0,0.148918538,41,1,1.375424514,6477,25,0,6,0,0
0,0.9999999,23,0,0,375,0,0,0,0,0
0,0.338829973,65,0,0.169787311,5500,9,0,0,0,1
0,0.762931327,51,2,0.287106703,11695,7,0,2,0,1
0,0,47,1,0.020544886,20150,4,0,0,0,3
0,0.769230769,45,1,51,0,5,1,0,0,0
0,0.061746913,85,0,41,NA,7,0,0,0,NA
0,0.322188524,72,0,1.459318498,2875,12,0,1,0,0
1,0.921483936,47,1,0.218956209,3333,5,1,0,0,2
0,0.20211815,66,0,406,NA,11,0,0,0,NA
0,0.9999999,34,0,0.095380924,5000,4,0,0,0,0
1,0,81,0,636,NA,10,0,1,0,0
0,0.9999999,32,0,0,1200,1,0,0,0,0
0,0.060924695,73,0,509,NA,4,0,1,0,NA
0,0.167879102,52,0,0.812062646,3000,10,0,2,0,0
1,0.000810592,71,1,0.212887099,7200,5,1,1,0,0
0,0.073133209,63,0,0.113777245,5000,13,0,0,0,1
0,0.001037301,69,0,1354,NA,8,0,1,0,0
0,0.11311054,63,0,3158,NA,7,0,2,0,NA
0,0.002223964,62,0,0.301959916,9030,12,0,2,0,1
0,0.011205274,58,0,3298,NA,18,0,2,0,0
0,0.9999999,93,0,0,NA,1,0,0,0,0
0,0.073435833,62,0,0.476200826,4600,12,0,1,0,0
0,0.063259592,34,0,0.498273041,5500,6,0,1,0,2
0,0.166012139,46,0,0.022814663,3900,3,0,0,0,1
0,0.392927433,53,0,0.319174757,2471,9,0,1,0,0
0,0,45,0,0.338474722,3500,6,0,1,0,0
1,0.501791088,64,0,1.002320378,12066,19,0,2,0,0
0,0.051725593,46,0,0.295375218,4583,5,0,1,0,1
0,0.850271658,64,0,0.513302487,6915,4,0,1,0,0
0,0.078997743,43,0,0.230487195,18000,10,0,1,0,2
0,0,89,0,0,4257,2,0,0,0,0
0,0.917247731,43,0,0.032851928,6300,3,0,0,0,3
0,0,59,0,0.528111033,4250,11,0,1,0,1
0,0.837888375,58,1,5763,NA,18,0,2,0,0
0,0.164046062,56,0,0.296061212,11500,9,0,2,0,1
1,0.9999999,23,0,0.003822405,3400,0,2,0,0,1
0,0.476180953,69,0,0.270025031,12783,6,0,2,0,0
0,0.175593911,65,0,0.901408451,1916,7,0,1,0,0
0,0.9999999,74,0,0.376488095,671,2,0,0,0,0
0,1.003069906,60,0,0.113962013,3000,4,0,0,0,1
1,0.9999999,34,4,0.025019963,3756,1,1,0,0,1
1,1.198880299,37,2,0.478664524,5600,6,3,1,3,3
0,0.957014329,29,0,0.342415985,1100,6,0,0,1,2
0,0.070866556,41,0,0.076274818,7000,7,0,0,0,0
0,0.902350344,56,0,0.080497382,4583,4,0,0,0,0
0,0.22199962,46,0,0.417752548,7750,8,0,2,0,2
0,0.126479791,57,0,0.42578125,3583,7,0,2,0,0
0,0.071032733,66,1,0.431856048,3000,11,0,1,0,1
1,0.998613037,45,0,797,NA,4,0,0,0,0
0,0.869042363,62,0,0.453103553,6556,11,0,1,0,0
0,0.035175091,48,0,0.080300273,8791,4,0,0,0,1
0,0.051527391,76,0,0.007659073,5091,9,0,0,0,0
0,0.062819308,67,0,0.255521201,13583,9,0,3,0,1
0,0.613266473,44,3,0.252778597,10166,19,0,1,0,0
0,0.9999999,46,0,0.22992583,3100,1,1,0,2,1
0,0.04775963,49,0,0.192078921,6892,6,0,1,0,0
0,0.090217336,62,1,0.414705667,13640,17,0,1,0,1
0,0,71,0,0.267870467,6700,8,0,1,0,0
0,0.074886115,71,0,0.008988764,6674,3,0,0,0,0
0,0.020416363,56,0,396,NA,8,0,1,0,0
0,0.9999999,69,0,19,NA,0,0,0,0,0
0,0.224868394,75,0,0.556810162,1416,12,0,0,0,0
0,0.463933668,57,0,0.483447259,7460,8,0,2,0,0
0,0,76,0,0.003338898,598,7,0,0,0,0
0,0.020735394,62,0,1.16877389,3400,11,0,2,0,0
1,0.9999999,31,0,26,NA,0,7,0,0,0
0,0.527439298,48,0,0.328543919,6750,8,0,2,0,2
0,0.554196903,45,1,0.247145735,5955,14,1,1,1,2
0,0.148274069,63,0,0.441121495,4279,6,0,1,0,0
0,0.380874466,57,0,0.269455091,6000,7,0,1,0,1
0,0.517227013,65,0,0.95115409,14166,17,0,6,0,0
0,0.070868921,48,0,0.423964325,15472,9,0,3,0,3
0,0.077728151,78,0,0.010488545,3622,6,0,0,0,0
0,0.32651303,52,0,0.222868569,5500,8,0,0,0,1
0,0.474850163,61,1,0.237202032,5117,14,0,0,0,0
0,0.627030674,58,0,0.380489561,8333,5,0,1,0,2
0,0.195823157,48,0,0.351751638,10532,8,0,2,0,2
1,0.286671886,80,0,0.69016373,8000,13,0,3,0,0
0,0.131140841,50,0,0.586555663,14533,12,0,7,0,2
0,0.165888042,55,0,0.541559554,3500,5,0,2,0,0
1,0.001735243,58,4,0.901891587,7083,8,1,3,1,1
0,0.22578243,69,0,0.398052343,1642,7,0,0,0,1
0,0.02442945,88,0,0.554316984,4933,8,0,1,0,0
0,0.333317461,30,0,1743,NA,9,0,1,0,0
0,0.07285298,70,0,38,NA,4,0,0,0,0
0,0.393152051,66,0,0.840152236,6305,13,0,2,0,2
0,0.074037397,66,0,115,0,5,0,0,0,0
0,0.9999999,48,1,0.842205323,525,3,1,0,1,2
0,0.00135126,65,0,0.258666667,11249,9,0,1,0,0
0,0.9999999,49,1,0.186587908,8633,5,0,1,0,0
0,0.053998683,63,0,0.455155947,6700,9,0,3,0,1
0,0.078167598,71,0,4840,NA,11,0,2,0,0
0,0.085721904,57,0,0.229935267,19000,5,0,2,0,0
0,0.14543936,73,0,0.413463181,5852,7,0,1,0,0
0,0.372556609,32,0,0.328736445,8483,15,0,3,0,2
0,0.032676798,62,0,0.157273769,8729,9,0,1,0,0
0,0.0410887,59,0,4078,NA,7,0,1,0,0
0,0.005416344,30,0,0.662157084,2660,12,0,1,0,1
0,0.9999999,37,0,0.030764498,6500,6,0,0,0,4
0,0.104258136,46,0,1583,NA,12,0,1,0,2
0,0.1987575,47,0,0.256066411,4697,7,0,0,0,0
0,0.9999999,65,0,858,NA,2,0,1,0,0
0,0.002483012,77,0,0.00243843,4100,18,0,0,0,0
0,0.005618547,49,1,0.644393877,4833,17,0,2,0,4
0,0.321319052,39,0,0.05911761,8000,7,0,0,0,0
0,0.042673703,47,1,6.965087282,400,21,0,2,0,1
0,0.498597869,43,2,0.107918346,7690,9,0,0,0,3
0,0.082141036,43,0,0.730808154,6916,10,0,2,0,4
0,0.012552131,50,0,0.494318698,11000,10,0,3,0,4
0,0.970967264,34,2,0.231963208,3478,11,1,0,0,3
0,0,61,0,0.287606433,4227,6,0,2,0,1
0,0.136301681,51,1,0.205296975,6380,4,1,2,0,2
0,0.123855274,59,0,0.260879002,9214,11,0,1,0,0
0,0.00795256,75,2,0.293008985,9125,12,0,2,0,0
0,0.339933003,51,0,0.396900221,14000,9,0,1,0,4
0,0,68,0,0.117859863,5251,10,0,1,0,0
0,0.037700693,50,0,0.248175182,10000,7,0,1,0,2
1,0.951578252,34,1,0.435854715,3000,10,0,0,0,3
0,0.718080791,32,0,4.55904059,1083,5,0,2,0,0
0,0.844183997,62,0,0.908684157,4916,11,0,1,0,0
0,0.053501024,68,0,0.127696043,7000,7,0,1,0,1
0,0.082152975,26,0,0.650426309,820,5,0,0,0,0
0,0.397165071,53,0,0.440162483,9600,14,0,2,0,0
0,0.07215147,47,0,0.312710155,4460,9,0,2,0,5
0,0.818118188,33,0,0.697534977,1500,4,0,0,1,1
0,0.9999999,37,0,0.297993706,5083,1,1,1,0,4
0,0.02551859,63,0,0.375033775,3700,10,0,1,0,0
0,0.046684092,47,0,1803,NA,7,0,4,0,2
0,0.113154466,40,0,414,1,9,0,0,0,1
0,0.238135528,44,0,0.179224579,4100,3,0,0,0,2
0,0.027880289,43,0,0.178527123,8866,12,0,0,0,3
0,0.056731442,76,0,0.2307972,11000,6,0,1,0,0
0,0.411524651,55,1,0.443592677,8739,7,0,2,0,0
0,0.623825078,53,0,0.391617341,6250,6,0,2,0,2
0,0.052326893,41,0,3214,NA,10,0,1,0,0
0,1.932040605,46,1,0.777536518,5065,13,0,2,0,2
0,0.990033223,44,1,452,NA,2,3,0,0,0
0,0.057882811,63,0,0.367948017,16466,19,0,5,0,1
0,0.6936837,75,0,0.406898641,19800,16,0,2,0,0
0,0.017247426,62,0,0.133995669,7850,19,0,1,0,0
0,0.106506533,43,0,0.746813297,4000,14,0,2,0,0
0,0.131766417,50,0,0.387379088,13025,21,0,2,0,4
1,1.021617133,50,3,0.514727185,12425,17,0,3,4,0
0,0.443448731,42,0,0.282581713,4833,4,0,1,0,4
0,0.841315917,35,0,0.218323177,4758,6,0,0,0,0
0,0.514194019,56,0,0.539890139,3822,9,0,1,0,0
0,0.629804349,35,0,0.785200221,5418,10,0,1,0,1
1,0.9999999,58,0,0.023353573,2140,1,0,0,0,0
0,0.005902903,32,0,0.000461467,2166,2,0,0,0,1
0,0.045204207,41,0,0.298648398,5400,7,0,1,0,0
1,0.279030465,37,4,0.399592022,4411,10,0,1,0,0
0,0.001679539,60,0,0.176676458,16000,14,0,1,0,0
0,0.032903182,38,0,1474,NA,7,0,1,0,0
1,0.991856823,31,4,0.854458217,2500,12,1,2,0,2
0,0.9999999,42,0,914,0,3,0,1,0,1
0,0.296181108,50,2,0.186319765,4765,9,1,0,0,0
0,0.096083001,66,0,0.175710279,8200,6,0,2,0,1
0,0.330421791,28,1,0.448604493,1468,9,0,0,0,0
0,0.033584588,72,0,1245,NA,6,0,0,0,0
0,0.622658583,53,0,0.135622691,4600,5,0,0,0,1
0,0.867673549,49,0,0.653338094,2800,7,0,1,0,4
0,0.468220736,60,0,0.442730555,6093,7,0,1,0,0
0,0.014384062,41,1,0.185830596,7000,10,0,2,0,3
0,0.9999999,65,0,0,NA,0,0,0,0,NA
0,0.138957816,65,0,0.356660362,3700,14,1,1,0,0
0,0.036706336,47,0,1409,NA,12,0,1,0,0
0,0.889644798,51,0,0.395434094,6000,8,0,1,0,2
0,0.820015516,35,0,0.318168183,10000,8,0,2,0,0
1,0.864135864,26,1,0.130623126,3000,6,0,0,2,2
0,0.645439163,73,0,0.339704605,1150,4,0,0,0,0
0,0.138908542,27,0,0.038756196,2218,9,0,0,0,0
0,0,63,0,0.218908185,12840,8,0,1,0,0
0,0.860514557,46,0,0.373078365,8000,12,0,1,0,1
0,0.312961169,61,0,0.313478041,11885,13,2,1,0,0
0,0.011945003,72,0,0.015440509,1100,8,0,0,0,0
0,0.247465317,71,0,0.553311793,4951,10,0,2,0,0
0,0.130785599,55,0,0.1380369,34200,7,0,1,0,5
0,0.255580331,40,0,0.445620438,2739,11,0,1,0,2
0,0.376248386,65,0,2471,NA,18,0,2,0,0
0,0.165808252,51,0,0.278066068,7900,13,0,2,0,2
0,0.047055798,57,0,0.10011537,7800,9,0,1,0,0
0,0.257984176,55,1,3058,NA,10,0,1,0,0
0,0.503030851,47,0,0.629974901,8366,21,0,3,0,1
0,0.313019682,46,0,0.454388489,3474,5,0,1,0,1
0,0.000707056,89,0,0.00020404,4900,4,0,0,0,1
0,0.74765566,38,1,0.499011743,8600,9,0,2,0,1
0,0.354437551,57,0,0.263315779,15000,11,0,2,0,1
0,0.009299845,90,0,0.00199975,8000,4,0,0,0,0
0,0.035407599,24,0,9,NA,1,0,0,0,0
0,0.613277345,40,0,0.380170508,3166,4,0,0,0,3
0,0.004282444,76,0,0.000857061,10500,6,0,0,0,0
0,0.031296593,63,0,0.059917943,24616,16,0,0,0,0
0,1.2576949,54,1,0.260144525,1798,7,3,0,0,1
0,0.000340624,69,0,0,5206,5,0,0,0,0
0,0.002707774,48,0,3997,NA,8,0,1,0,NA
0,0.9999999,26,0,0,1100,0,2,0,0,1
0,0.020781542,53,0,0.282312307,5500,8,0,1,0,2
0,0.243934579,49,0,0.167715661,2700,5,0,0,0,0
0,0.298356198,55,1,0.405770965,8871,19,0,2,0,1
0,0.029594779,77,0,0.121775645,5000,14,0,1,0,0
0,0,43,0,0,1,2,0,0,0,3
0,0.010349483,66,0,773,NA,8,0,1,0,0
0,0.046100079,78,0,0.015062762,4779,8,0,0,0,1
0,0.192314402,43,1,0.067701515,5346,10,0,0,0,1
0,0.9999999,55,0,0.290948551,7832,9,0,1,0,1
0,0.003922357,38,0,0.148231471,8000,11,0,1,0,0
0,0.119745723,31,0,0.595744681,6250,6,0,2,0,0
0,0,43,0,0.494584236,6000,7,0,2,0,0
0,0.004099795,51,0,0.00079968,2500,10,0,0,0,0
0,0.010474178,55,0,0.055812565,6700,27,0,0,0,0
0,0.400553836,69,0,0.4733004,4250,13,0,1,0,0
0,0.063217032,57,0,0.187431394,7287,6,0,1,0,1
0,0.074284035,68,0,0.188710117,3666,15,0,0,0,0
0,0.186779581,23,0,0.217782218,1000,4,0,0,0,0
0,1.039083803,47,0,0.229881714,10313,4,0,1,0,1
0,0.056846207,50,7,0.47763829,5097,19,0,1,0,2
0,0.230285335,47,0,0.305788505,14666,11,0,2,0,2
0,0,55,0,0.180315263,2600,8,0,0,0,0
0,0.57248604,47,1,0.513100437,3205,9,0,1,0,1
0,0.030603529,65,0,0.006499188,8000,4,0,0,0,1
0,0.078338433,61,0,0.422195561,8334,16,0,1,0,0
1,0.9999999,56,0,0.08003108,5147,2,1,0,1,0
0,0.861371288,59,0,0.220324865,4801,4,0,0,0,0
0,0.031199406,75,0,48,NA,3,0,0,0,NA
0,0.05326617,77,1,0.547745225,10000,23,0,4,0,0
0,0.363126612,48,0,0.306129174,9103,14,0,1,0,2
0,0.354698116,34,3,0.507708525,7588,16,0,2,0,2
0,0.184008326,53,0,0.335786212,18073,7,0,2,0,2
0,0.203064852,37,0,0.737933867,4868,8,0,1,0,2
0,0.020827976,46,0,0.002054593,10220,2,0,0,0,1
0,0.139295524,51,0,3.50249584,600,14,0,1,0,3
0,0.117051895,58,0,0.767178867,11583,12,0,2,0,1
0,0.20894437,48,0,0.379409647,4166,3,0,1,0,2
0,0.106012572,31,0,0.326399141,7450,14,0,2,1,3
1,0.570268582,43,1,0.127212845,2428,9,1,0,0,1
0,0.115809089,35,0,0.087212532,9000,8,0,0,0,8
0,0.220593961,46,0,0.488113752,4500,6,0,1,0,1
0,0.214739263,37,0,0.402887139,4571,5,0,1,0,1
0,0.010468047,45,0,0.211663067,12500,15,0,1,0,3
0,0.174015285,44,0,0.112244898,2253,2,0,0,0,0
0,0,32,0,0.058840331,3500,2,0,0,0,2
0,0.421539943,27,2,0.163942308,6239,11,0,0,0,0
0,0.052114228,61,0,2059,NA,8,0,1,0,0
0,0.996572408,38,0,0.239953632,5175,7,0,0,0,2
0,0.055147243,51,1,0.433569346,2400,5,0,1,0,1
0,0.157795434,54,0,0.038037018,5888,6,0,0,0,1
0,0.9999999,43,0,0.367918903,1676,1,0,0,0,4
1,1.002444263,35,0,2635,NA,14,0,0,0,0
0,0.015415061,37,0,0.231074261,2773,7,0,1,0,3
0,0.234573288,50,0,0.559078161,8200,12,0,3,0,2
0,0.048886116,75,0,51,NA,2,0,0,0,0
0,0.445432529,74,0,0.0638213,7520,6,0,0,0,0
0,0.872763973,42,3,0.49910006,15000,11,0,3,0,2
1,0.40185568,37,3,0.306461692,8000,14,0,2,0,2
0,0.34570017,56,0,0.251585624,10405,11,0,2,0,0
0,0.025272153,65,0,2744,NA,8,0,1,0,0
0,0.025313924,62,0,0.237920693,3000,5,0,0,0,1
0,0,46,0,0.279378826,6696,4,0,1,0,3
0,0.01889116,62,0,0.638594365,3300,8,0,2,0,0
0,0.632006562,31,0,0.537116128,4916,18,0,1,0,0
0,0.951048951,25,0,0.112159911,1800,5,0,0,0,1
0,0.093424462,60,0,0.671654027,4878,17,0,1,0,0
1,0.839993606,34,1,0.139459709,4330,6,0,0,0,0
0,0.015416238,73,0,1573,NA,6,0,3,0,0
0,1.08447888,51,0,0.139202581,4338,5,0,0,0,0
0,0.055274244,66,0,0.037499543,82000,10,0,1,0,0
0,0.077751426,56,2,0.284687216,12100,7,0,2,0,0
0,0.249149365,37,0,0.031930767,3350,4,0,0,0,1
0,0.378147112,65,1,0.460961587,12000,19,0,4,0,1
0,0.787753173,65,3,0.44127936,2000,14,0,0,0,0
1,1.071785184,46,3,6243,0,9,4,2,0,0
0,0.188123224,64,0,0.116908213,3104,6,0,0,0,0
0,0.041116287,54,0,0.247145345,10333,9,0,2,0,0
0,0.017403694,52,1,1053,NA,17,0,1,0,0
1,0.601585041,53,3,1346,NA,9,0,0,0,0
0,0.040739815,37,0,0.11170056,3392,5,0,0,0,0
0,0.318442358,48,0,0.261485826,8183,11,0,1,0,2
0,0.509365353,59,0,2.658227848,1500,14,0,2,0,0
0,0.391433086,44,0,0.427503116,4813,10,0,1,0,2
1,0.047726844,59,0,0.653707304,3600,3,0,1,1,0
0,0.409008842,74,0,0.427517132,1896,5,0,0,0,0
0,0.724020543,64,0,0.293797865,25200,15,0,3,0,1
0,0.105270467,49,0,0.413478013,1750,4,0,1,0,3
0,0.320071571,33,0,0.077977721,2333,3,0,0,0,0
1,0.961350511,38,0,0.08411215,4600,4,0,0,0,0
0,0.9999999,54,0,0.805970149,1875,4,0,1,0,1
0,1.067350697,31,0,0.247996228,2120,4,0,1,1,1
0,0.058741454,67,0,0.343539498,3265,10,0,0,0,0
0,0.025947387,40,0,1487,NA,9,0,1,0,0
0,0.549164326,59,0,0.134186581,10000,8,0,0,0,0
0,0.01575958,82,0,0.003644647,4389,8,0,0,0,0
0,0.9999999,28,1,0.34608985,600,1,0,0,0,1
0,0.063680859,25,0,0.028204213,2800,7,0,0,0,0
0,0.78483716,70,2,0.4838573,11800,12,0,3,0,1
0,0.042295124,27,0,0.028249574,22902,18,0,0,0,0
0,0.221175694,75,0,0.237190915,12900,19,0,3,0,1
0,0.9999999,54,1,0.186414108,7654,2,1,1,0,3
0,0.030738174,70,0,0.379137691,3594,10,0,3,0,0
0,0.105535787,43,0,0.155737022,12000,9,0,0,0,2
0,0.014466184,84,0,0.006662965,1800,4,0,0,0,0
0,0,70,0,0,NA,4,0,0,0,NA
0,0.141923872,38,0,0.405662226,10207,5,0,2,0,0
1,0.988429398,41,0,0.384559623,8276,8,0,2,0,3
0,0.231592716,44,0,0.520506019,4900,14,0,2,0,3
0,0.968354803,34,0,0.202469136,2429,3,0,0,0,0
0,0.470415732,27,0,0.304805331,2850,10,0,0,0,0
0,0.9999999,32,0,0.229590137,3000,4,1,0,2,0
0,0,57,0,0.036239275,16666,8,0,0,0,0
0,0.216997027,72,0,1960,NA,13,0,1,0,0
0,0.729218052,36,0,0.093608511,36000,7,0,1,0,1
0,0.81313382,40,1,0.365286624,3139,7,0,0,0,3
0,0.297931209,44,0,0.616833914,4882,11,0,1,0,0
0,0.002624672,27,0,0.08447888,4000,5,0,0,0,0
0,0.711415199,48,0,3830,NA,6,0,2,0,0
0,0.075849847,68,0,4190,NA,15,0,1,0,2
0,0.289471053,25,0,1.030023095,865,5,0,0,0,0
0,0.017760313,81,0,37,NA,7,0,0,0,0
0,0.004524223,72,0,5,NA,9,0,0,0,0
0,0.519976093,72,0,2179,NA,12,0,2,0,0
0,0.106447339,45,0,0.403435645,7916,4,0,2,0,0
0,0.99781087,53,0,0.597801241,9186,18,0,2,0,2
1,0.9999999,59,98,0,2180,0,98,0,98,0
0,0.74775075,36,0,0.024916326,2688,1,0,0,0,1
0,0.092097244,48,0,0.204599425,8000,6,0,2,0,0
0,0.165896862,48,0,0.157469817,13500,5,0,2,0,2
0,0.885792184,55,3,0.260934766,4000,2,1,1,0,0
0,0.9999999,47,0,0.138734011,3048,2,1,0,0,0
0,0.624497481,44,0,0.806008902,8087,10,0,2,0,2
0,0.103578524,63,0,0.213653242,3500,11,0,0,0,0
0,0.9999999,57,0,485,NA,5,0,0,0,0
0,0.486313791,63,0,0.159354689,8615,5,0,0,0,0
0,0.018370418,61,0,51,NA,6,0,0,0,0
0,0.155958071,43,0,0.293288934,3903,20,0,2,0,1
0,0.048683894,56,0,0.43804262,3800,11,0,1,0,0
0,0.007441483,47,0,0.652203621,2926,20,0,1,0,0
0,0.021756636,64,0,1159,NA,14,0,1,0,0
0,0,40,0,0.195400383,12000,9,0,1,0,2
0,0.003618607,61,0,0.184029869,8302,6,0,1,0,0
0,0.018130916,37,0,0.047370708,2300,2,0,0,0,2
0,0.691510791,62,0,0.065556712,3843,3,0,0,0,1
0,0.03626831,62,0,0.0445494,7833,7,0,0,0,0
0,0.001982266,59,0,0.316669398,6100,5,0,1,0,0
0,0.185553958,51,0,0.51010929,7319,10,0,2,0,3
0,0,51,2,4.390214638,7500,8,0,1,0,0
0,0.39980048,43,0,1890,0,12,0,2,0,0
0,0.311597405,48,0,0.478300678,5460,14,0,1,0,0
0,0.076520076,28,0,0.163367327,5000,9,0,0,0,0
0,0.9999999,40,0,0.660304476,4400,7,0,2,0,2
0,0.002735812,67,0,6,NA,10,0,1,0,0
0,0.249944457,40,0,0.686284813,5708,8,0,2,0,0
0,0,71,0,1938,NA,9,0,1,0,0
0,0.390906065,56,0,0.907636945,2500,11,0,2,0,0
0,0.138861139,24,0,0.004592423,870,1,0,0,0,0
0,0.768761562,49,0,0.14912613,18480,5,0,1,0,6
0,0.752300875,41,0,0.074661591,9455,5,0,0,0,0
0,0.538236257,46,0,1.710763079,3000,10,0,1,0,0
0,0.012458029,53,0,1.026243439,4000,14,0,2,0,1
0,0.243298797,57,0,1270,NA,12,0,0,0,0
0,0,42,0,1528,0,4,0,1,0,1
0,0.18046705,43,0,0.355230275,2800,4,0,0,0,0
0,0.266429643,53,0,0.222074088,10500,10,0,2,0,0
0,0.175184974,56,0,0.399284361,4750,6,0,1,0,0
0,0.17907515,74,0,590,NA,11,0,0,0,NA
0,0.9999999,53,0,0.164704129,6708,9,0,1,0,0
0,0.980045804,73,0,0.538060606,8249,10,0,3,0,0
0,0.894301667,56,0,0.492056786,11833,5,0,1,0,0
0,0.470881046,39,0,0.22070798,35000,8,0,2,0,2
0,0.355688184,63,0,1577,NA,8,0,1,0,0
0,0.583428313,66,0,0.793855663,5500,6,0,2,0,0
0,0.347536618,27,0,0.094895288,4583,2,0,0,0,0
0,0.419959479,51,0,0.569259962,5269,19,0,1,0,0
0,0.726182545,25,0,0.410516605,1083,7,0,0,0,0
0,0.009332768,29,1,0.023494126,4000,5,0,0,0,0
0,0.131736527,23,0,1,0,1,0,0,0,0
0,0.359507006,44,0,0.29527105,5201,10,0,0,0,3
0,0.017415215,73,0,0.652793401,2666,5,0,1,0,0
0,0.198118883,53,0,0.53308759,5696,10,0,1,0,0
0,0.006678085,42,0,0.259853505,8600,6,0,1,0,1
0,0.046189182,51,0,0.340297252,7131,5,0,1,0,2
0,0.410134207,37,0,2457,NA,5,0,2,0,1
0,0.005396783,51,0,0.260615504,7700,13,0,2,0,2
0,0.822600765,61,0,0.374039693,6247,5,0,0,0,0
0,0.831722299,53,0,0.487980314,5282,7,0,2,0,2
1,0.23554247,47,1,0.848860456,2500,11,0,2,0,3
0,0.960879957,45,0,0.458007998,5250,15,0,2,0,2
0,0.760106662,36,0,0.202707738,8050,7,0,2,0,0
0,1.070670901,49,2,0.354059666,9150,7,0,2,1,4
0,0,65,0,17,NA,6,0,0,0,NA
0,0.18319084,80,0,0.023181625,4701,2,0,0,0,0
0,0.050566653,68,0,0.14400562,12811,7,0,1,0,2
0,0.000899955,86,0,0,2300,1,0,0,0,0
0,0.119004478,73,0,0.422938073,3600,4,0,1,0,0
0,0.9999999,31,0,0.162598262,4833,2,0,2,0,0
0,0.54347976,54,0,0.183376178,3500,11,0,0,0,0
0,0.035232543,67,0,2.575083426,898,7,0,1,0,0
0,0.245557121,36,1,0.241894307,7833,13,0,0,0,3
0,0.00147612,49,0,2940,NA,5,0,2,0,0
0,0.9999999,39,0,0.443019943,2807,7,0,0,0,2
0,0.071950795,34,0,318,NA,4,0,0,0,0
0,0.008723443,32,0,0.004751462,2735,4,0,0,0,0
0,0.313843078,24,0,0.089552239,200,1,0,0,0,0
0,0.024321622,75,0,0.466794381,3131,9,0,2,0,0
0,0.392980351,31,0,0.06264996,3750,6,0,0,0,0
0,0.425183915,47,0,0.376025237,1584,6,0,0,0,0
